Brand,Model,Type,Screen Size,Screen Resolution,RAM,Operating System,CPU Brand,CPU Model,CPU Rate,SSD,HDD,GPU Brand,GPU Model,Price
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,910.0
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1095.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1950.0
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,902.0
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,Nvidia,Quadro M620,1778.0
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,1055.0
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,4GB,No OS,Intel,Core i3 6006U,2GHz,0,1,AMD,Radeon R5 M430,479.0
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1388.0
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,180,0,Intel,HD Graphics 620,735.0
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Nvidia,GeForce 940MX,1849.0
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256,0,Intel,HD Graphics 620,1690.0
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Nvidia,GeForce 940MX,935.0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,1,Nvidia,GeForce 940MX,912.5
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,839.0
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1700.0
HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,684.8
Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,0,1,Nvidia,GeForce 940MX,669.0
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1799.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,0,1,AMD,Radeon R5 M420X,455.7
Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,12GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1050,1369.9
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,4GB,Windows 10,AMD,A4-Series 7210,2.2GHz,0,500,AMD,Radeon R3,379.0
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,0,Intel,HD Graphics 620,1265.0
HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1399.0
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1699.0
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1799.0
MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,512,2,Nvidia,GeForce GTX 1060,2649.0
Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1475.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7700HQ,2.8GHz,0,1,Nvidia,GTX 1050 Ti,929.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,Nvidia,GeForce 930MX,900.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,0,1,AMD,Radeon R5 M420X,614.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,0,500,Intel,HD Graphics 620,935.0
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i7 7Y75,1.3GHz,512,0,Intel,HD Graphics 615,2013.1
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7Y75,1.3GHz,256,0,Intel,HD Graphics 615,1649.0
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,0,Intel,HD Graphics 620,2049.0
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,512,0,Intel,HD Graphics 620,1962.99
LG,Gram 15Z970,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,2099.0
HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1483.0
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,128,1,Nvidia,GeForce GTX 960M,789.0
LG,Gram 14Z970,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1899.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7440HQ,2.8GHz,256,0,Intel,HD Graphics 620,1205.0
HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,8GB,Windows 10,Intel,Core M 6Y75,1.2GHz,240,0,Intel,HD Graphics 515,3100.0
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Nvidia,GeForce 940MX,789.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Nvidia,GeForce 930MX,1018.99
Acer,Aspire E5-575,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,1,Intel,HD Graphics 620,499.0
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,0,Intel,HD Graphics 620,881.0
HP,Probook 430,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,960.0
MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GTX 1050 Ti,1599.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GTX 1050 Ti,1349.0
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1050,1119.91
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,AMD,Radeon R5 M420,684.99
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,AMD,Radeon R7 M365X,1296.99
HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1149.0
Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,Nvidia,GeForce 930M,1975.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,512,0,Intel,HD Graphics 620,1825.0
Dell,Latitude 3580,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,729.9
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1650.0
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1165.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,708.06
HP,ProBook 640,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,1149.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,1579.0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 6560U,2.2GHz,1,0,Intel,Iris Graphics 540,1799.0
Toshiba,Tecra Z40-C-12X,Notebook,14.0,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,Intel,HD Graphics 520,1105.0
HP,EliteBook 820,Netbook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1669.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,0,1,Intel,HD Graphics 520,558.6
MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050,1199.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1639.0
Dell,Alienware 17,Gaming,17.3,2560x1440,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,512,1,Nvidia,GeForce GTX 1080,2758.0
HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,128,1,Nvidia,GeForce GTX 965M,1399.0
Acer,TravelMate P259-G2,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,619.0
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1119.0
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core M m7-6Y75,1.2GHz,256,0,Intel,HD Graphics 515,1299.0
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,AMD,FX 8800P,2.1GHz,512,1,AMD,Radeon R9 M385,999.0
Dell,Latitude 7280,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics,1472.2
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,8GB,No OS,Intel,Core i7 7500U,2.7GHz,0,1,Nvidia,GeForce 920MX,685.0
Dell,Insprion 5767,Notebook,17.3,1600x900,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,0,1,AMD,Radeon R7 M445,659.0
HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,8,0,Nvidia,Quadro M1000M,2249.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256,0,Intel,HD Graphics 620,1775.0
Toshiba,Portege Z30-C-1CW,Notebook,13.3,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1460.0
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD 1920x1080,8GB,Chrome OS,Intel,Core M M7-6Y75,1.2GHz,0,0,Intel,HD Graphics 515,1159.0
Lenovo,Thinkpad T460,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,Intel,HD Graphics 520,1488.99
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,1,Nvidia,GeForce GTX 1070,3154.0
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7Y54,1.2GHz,256,0,Intel,HD Graphics 615,1899.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,Intel,HD Graphics 520,1268.0
Toshiba,Portege Z30-C-16Z,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,Intel,HD Graphics 520,1535.0
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,Intel,HD Graphics 620,1760.0
Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,12GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,1,Nvidia,GeForce GTX 950M,1009.0
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1790.0
HP,ProBook 450,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.50GHz,0,1,Nvidia,GeForce 930MX,846.5
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,0,1,AMD,Radeon R5 M430,465.62
Dell,Latitude 5580,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,825.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,Intel,HD Graphics 620,685.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1070,3149.0
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Nvidia,GeForce 920MX,695.0
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7Y75,1.3GHz,512,0,Intel,HD Graphics 615,1899.0
Dell,Latitude E7470,Ultrabook,14.0,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,Intel,HD Graphics 520,1962.98
Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256,1,Nvidia,GeForce GTX 1070,2800.0
Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1180.0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1060,2049.9
HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.70GHz,128,1,Nvidia,GeForce 930MX,979.0
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,0,Intel,HD Graphics 520,1002.0
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,2,Nvidia,GeForce GTX 950M,1799.0
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,Intel,HD Graphics 620,579.0
Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GTX 1050 Ti,1749.0
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1299.0
Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,128,0,Intel,HD Graphics 520,1195.0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A12-Series 9720P,3.6GHz,256,0,AMD,Radeon 530,549.0
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,649.0
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,915.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,AMD,Radeon R5 M430,599.0
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,806.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1060,1189.0
Dell,Inspiron 5567,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,AMD,Radeon R7 M445,749.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,0,Intel,Graphics 620 ,1119.0
HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core M 6Y75,1.2GHz,512,0,Intel,HD Graphics 515,1908.0
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128,1,AMD,Radeon 520,499.0
Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1349.0
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,889.0
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1150.0
HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1349.0
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GTX 1050 Ti,1799.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,2089.0
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050,1260.0
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1189.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,Intel,HD Graphics 620,547.0
HP,Probook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,779.0
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128,0,Intel,HD Graphics 520,1195.0
HP,EliteBook 840,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,Intel,HD Graphics 520,1099.99
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1205.0
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256,0,Intel,HD Graphics 520,1449.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Nvidia,GeForce 930MX,1049.26
HP,Probook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,Intel,HD Graphics 620,684.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0,0,Nvidia,GeForce GTX 1050,949.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,1539.0
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1590.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,Intel,HD Graphics 520,1887.21
HP,Probook 430,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,Intel,HD Graphics 620,800.0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1210.0
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,256,0,Intel,HD Graphics 620,769.99
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 7,Intel,Core i7 6820HQ,2.7GHz,512,0,Nvidia,Quadro 3000M,2968.0
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1490.0
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,Intel,HD Graphics 520,2229.0
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,1,Intel,HD Graphics 520,795.99
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1590.0
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1149.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Nvidia,GeForce 930MX,1185.43
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,0,500,Intel,HD Graphics 520,1046.44
HP,Elitebook 820,Ultrabook,12.5,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1559.0
HP,ProBook 650,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,1189.0
HP,ProBook 640,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,1060.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1624.0
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Nvidia,GeForce 930MX,1080.0
HP,ProBook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,973.0
Acer,Aspire 3,Notebook,15.6,1366x768,6GB,Windows 10,AMD,A9-Series 9420,3GHz,0,1,AMD,Radeon R5,409.0
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050,1191.8
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1195.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,Intel,HD Graphics 520,1228.99
